Id,age,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,mean_silence,silence_ratio,wps
564,39.0,1,1432.612,3999.1956,145.44788,0.0275991025257934,0.0992078620186817,0.0037156049327366,0.0695783108195449,1762.0635134488914,117.45383523,-101.0201777414704,69,281,14,19.78340136054421,22.452743764172336,-173.71368,224.11536,39.726456,85.12814,53.586185,23.393038,28.495049,22.69221,18.061483,21.79458,21.827202,15.629847,14.091382,-533.26154,3.095409,-55.757374,-14.176904,-19.132378,-42.118168,-17.745926,-22.973326,-25.792673,-8.698893,-19.247808,-20.216738,-12.898934,-288.8094,121.81501,1.315192,33.189957,17.95922,0.8251605,9.5606785,1.5827489,-0.45757747,8.471935,-0.24956322,0.74899167,0.12080604,1.4131000971817294,0.881112863903628,3.073121072628226
565,30.0,0,1547.6304,3999.4268,145.35464,0.0199058092060858,0.0835700425521544,0.0051903801888433,0.1411668625553097,1988.5336529253973,123.046875,-99.47502462932492,69,281,23,20.17814058956916,26.23832199546485,-193.24667,181.63036,17.395206,82.63649,20.312244,43.44218,-2.8291872,17.315647,10.746275,13.612933,4.938963,3.8230312,15.9024935,-388.16504,12.651896,-66.12286,-12.771688,-68.81373,-36.139534,-61.06672,-26.654974,-28.77906,-19.317808,-25.437546,-20.70197,-9.728613,-267.52783,119.76459,-17.144236,24.483624,-10.163069,-6.8715386,-27.501484,-4.833979,-4.38511,-0.71089685,-7.935753,-6.649525,3.5739083,0.8773104604160504,0.7690331947697281,2.6297413383342985
566,16.0,1,554.9919,3847.04,147.30609,0.0237101895635932,0.0952889910757838,0.0056223617917859,0.0363108915441176,1330.7203915015168,99.38401442,-49.61707393066637,0,0,1,1.9272562358276644,1.970657596371882,-194.37883,205.2467,70.03105,87.46953,38.10176,40.634216,28.319782,18.650846,10.083629,12.52826,23.121176,12.76511,10.744264,-474.68524,61.021248,5.350347,-1.5905524,-28.344795,-41.059776,-6.330778,-25.04544,-20.840479,-23.054848,-23.485212,-10.869355,-19.996098,-288.21707,122.16255,40.240105,42.50307,10.701382,0.61715347,10.249245,2.3043904,-3.555205,-5.1848593,2.2364852,4.2579846,-5.2129784,1.9272562358276644,0.9779762041746256,0.0
567,18.0,1,1833.8317,3999.7864,145.39093,0.0177607596634506,0.1531557531210361,0.0024264663125948,0.1021170791005946,2224.9363935871816,112.34714674,-99.70971345092389,69,281,2,22.709115646258503,23.42204081632653,-176.51677,175.6805,47.64393,120.19845,31.903538,52.82878,23.570555,28.490408,19.760464,38.472713,7.672718,29.358648,20.479664,-537.9949,-31.536407,-58.602947,13.920255,-47.920303,-24.99773,-26.599142,-15.902228,-34.98555,0.0,-33.384544,-4.712617,-10.691683,-299.14987,93.80024,0.0,58.732635,0.0,13.547232,0.16883928,6.243649,-7.3762307,21.377724,-11.45389,11.909122,3.454342,11.354557823129252,0.969561782610716,2.945943120033459
568,23.0,0,646.39154,3359.0327,156.22122,0.0125006353806687,0.0794711727751776,0.0011773126433246,0.0338958030523255,1232.2432242306554,135.99917763,-25.323785902551567,0,0,1,1.9847619047619047,1.9847619047619047,-285.74484,172.97375,32.082996,64.99486,40.61421,10.967049,26.46502,13.418674,8.917067,25.18178,13.9873295,3.6839247,13.837999,-495.46405,87.0197,-42.729652,-5.93997,-43.01991,-38.307915,-12.527915,-38.006264,-27.222124,-17.385029,-9.966215,-13.554033,-12.283736,-373.03253,136.35574,-14.555693,29.282139,-4.5920033,-6.441391,6.5768642,-9.618241,-11.517491,1.2751712,2.2131128,-3.706705,-2.1122136,1.9847619047619047,1.0,0.0
569,18.0,0,1228.3888,3998.478,145.52654,0.0180356337801489,0.0691716153090775,0.0179293961646824,0.0947784506982288,1837.534032032298,143.5546875,-85.90755103211985,69,281,37,17.809705215419502,25.55746031746032,-182.05095,175.48465,69.16586,83.60984,40.031456,21.36582,13.452027,15.496788,14.179631,11.201144,8.206877,6.1689405,5.5483108,-435.7188,1.3723125,-38.377083,-16.264805,-13.020835,-39.06469,-31.02999,-19.090025,-27.001478,-21.017256,-20.754063,-20.832378,-20.768108,-307.81924,100.76805,23.957619,27.55178,20.505638,0.7101028,-4.577432,-1.3777785,-1.7375386,-3.2669344,-5.921338,-6.317892,-6.7538652,0.4813433842005271,0.6968495693311235,2.6997987727622785
570,29.0,1,1175.9839,3999.077,145.36093,0.0210600135982634,0.1297017557539563,0.0075603886228005,0.1313860138004246,2366.888592002219,184.5703125,-81.62319549355571,69,281,10,18.320544217687075,21.861587301587303,-151.03036,186.09009,59.788403,59.381077,33.67228,18.135925,7.4193506,5.6080227,3.0890605,9.423569,19.07115,16.904675,5.0081725,-427.65817,-22.784935,-45.72498,-21.704973,-22.911217,-41.221165,-33.03274,-31.991957,-34.694946,-22.595482,-23.172874,-8.756602,-16.879839,-242.1056,105.07007,6.8906045,9.645379,7.120612,-5.411499,-11.94438,-10.172441,-14.0687275,-4.747142,-4.5133677,3.6901531,-4.5676274,1.832054421768708,0.838024429102496,3.1562209572490705
571,18.0,1,609.2729,3487.6907,145.61368,0.0202264705313547,0.1018354175460449,0.0081652450166143,0.0362335689484126,1104.8297131394188,135.99917763,-47.96881935740668,0,0,1,1.3742857142857143,1.4439455782312924,-133.23875,211.13289,72.29902,48.47082,19.410357,12.104085,21.179277,27.977468,12.641593,13.168322,19.782549,16.6156,13.042361,-411.9683,93.00086,-40.958256,-9.264822,-35.477596,-37.109825,-5.7677784,-7.8612237,-22.327152,-16.709803,-11.318981,-10.333135,-12.596893,-276.61237,168.40387,38.890366,27.175684,-17.167036,-14.35344,8.451645,12.738989,-5.498992,-4.3874016,1.7471814,2.2328446,-3.020372,1.3742857142857143,0.951757278809008,0.0
572,30.0,0,1620.0433,3998.292,145.35225,0.0201843570360363,0.0857125206506388,0.0069082344659142,0.1568755977305624,2130.4255326092984,112.34714674,-94.274543607109,69,281,23,23.28961451247166,28.067437641723355,-187.69798,167.43852,15.765473,88.79343,6.8079357,43.49963,0.28152847,21.240692,15.713389,0.0,4.6017036,11.5880575,15.8567915,-368.86755,14.262164,-63.99866,-4.3468666,-51.767826,-33.704224,-60.50278,-32.42438,-28.887646,-40.139484,-23.303123,-19.756264,-14.320083,-263.76477,100.77571,-17.185482,34.067997,-18.114319,4.171626,-27.993034,-6.8169055,-10.197668,-17.247845,-7.6623993,-2.376291,2.9072273,1.0125919353248547,0.8297734481415833,2.4583647741833325
573,28.0,0,1033.7052,3997.0518,145.92404,0.027749477638592,0.1280208883498556,0.0065612566704354,0.1000816797673824,2534.898732839856,135.99917763,-73.16360022889792,69,281,1,22.693378684807257,22.693378684807257,-141.14514,140.85222,62.6739,64.881065,26.900301,33.68115,19.175375,20.1406,17.158535,10.899157,14.617667,12.852517,8.611466,-306.00824,-5.5426846,-29.25712,-13.846263,-26.168226,-15.911817,-18.09157,-12.543598,-16.587534,-25.61828,-12.960967,-12.2789345,-17.237232,-228.80035,80.13408,13.042705,20.299799,9.612549,14.341007,4.655348,6.3165693,-0.556382,-2.7136438,0.36417884,1.3218985,-2.153088,22.693378684807257,1.0,3.0405344641868624
574,37.0,1,649.7759,2536.672,147.92609,0.0213159511456262,0.0919177715339081,0.0054310177848445,0.0345878031716417,1039.2701108377555,89.10290948,-92.1948494498897,0,0,2,2.507755102040816,3.092834467120181,-168.81853,200.75323,65.23348,54.648582,23.131912,25.304037,11.749564,26.92662,23.503159,8.921851,30.149012,28.023796,6.757545,-491.64453,101.38157,-31.77943,-16.123138,-36.527473,-18.428974,-24.602276,-15.274916,-18.081572,-34.67366,-15.5335045,-14.869983,-32.823437,-323.31335,151.64871,26.442247,23.34048,-1.5702385,5.635605,-1.126382,5.1825523,5.569258,-13.05265,13.247932,7.4158597,-10.856595,1.253877551020408,0.8108274557531856,0.0
575,24.0,1,1447.1857,3998.6753,145.49048,0.0273217967407381,0.1273730387733243,0.0123830309691268,0.1933084898143015,3012.6646644656844,135.99917763,-73.88448748839532,69,281,13,17.809705215419502,20.92498866213152,-88.64581,202.8519,102.798744,81.3225,35.38009,66.0004,26.817675,34.094017,28.003403,23.864424,29.86043,23.4226,20.266354,-557.4937,-108.97119,-39.425056,-35.754704,-65.13712,-24.626448,-39.525078,-17.990404,-36.41974,-27.209991,-25.63391,-17.03185,-14.23821,-227.61758,68.27448,30.891775,9.922876,-15.63901,26.111668,-4.936385,7.1229725,-3.2915225,-1.246664,5.6812453,2.5019872,3.5011973,1.3699773242630386,0.8511213794657951,3.2974928261189955
576,53.0,1,1011.43567,3999.7578,145.51396,0.0233494246829224,0.1254008964551878,0.0103142591378395,0.1376357660060975,2761.371553955248,92.28515625,-69.63534452857621,69,281,14,26.42430839002268,28.557959183673468,-119.56706,150.4263,90.35634,78.99442,31.192755,37.498276,11.199318,16.496313,24.70679,10.809449,17.392313,23.824217,9.879537,-396.6506,-40.57068,0.0,-12.114461,-35.56834,-11.545553,-45.150665,-25.915457,-16.764517,-30.420362,-21.056973,-3.0774925,-24.732878,-230.1825,83.58316,38.760597,26.662285,7.8827896,11.33678,-11.405597,1.0212852,2.673584,-7.092392,-2.427264,8.869053,-3.3947985,1.8874505992873345,0.9252870003795444,2.416139036974574
577,52.0,1,2022.2762,3999.581,145.3574,0.021573172870103,0.1229210703126396,0.0034753830779764,0.1685586691925965,2706.61950903098,123.046875,-93.52669070450912,69,281,12,16.439727891156462,21.635419501133786,-165.5914,182.05966,37.970623,90.04298,59.059982,31.75926,22.72084,27.378,10.694142,25.623556,8.979417,15.421444,17.602886,-610.0086,-111.96788,-61.31911,-22.90503,-40.01647,-34.745625,-28.038023,-25.03656,-42.12071,-26.18773,-46.574062,-29.877115,-22.662773,-284.89935,64.28403,-8.571173,19.385813,8.988213,3.5734825,-0.12677434,0.16728596,-12.627147,-1.0833585,-17.67297,-8.4996605,-1.8234475,1.3699773242630384,0.7598525136198515,3.189214796430645
578,25.0,0,995.8699,3998.5312,145.35701,0.0178129756533035,0.0807066084203399,0.0071006661687653,0.1065235811121323,2087.44715268266,86.1328125,-93.94974418250064,69,281,36,24.86281179138322,31.573378684807256,-224.51787,168.97931,85.21635,84.649216,31.9455,34.652008,15.35048,21.773685,12.345726,14.40064,17.325113,11.757754,8.55626,-438.83334,-11.802994,-21.713116,-0.3571678,-22.304356,-31.368496,-27.642862,-16.80657,-26.14337,-22.230213,-9.547231,-16.014652,-18.87715,-315.021,97.49083,34.481415,32.47432,12.941882,4.560878,-0.8064512,4.002127,-2.9536047,0.0,3.4193683,0.09124487,-3.1475458,0.690633660871756,0.7874612356056439,2.185385374457945
579,65.0,1,1142.8026,3997.9739,145.36426,0.0254985019027766,0.1174783421178193,0.0052207559860732,0.1118894562007874,2029.4149464252748,117.45383523,-100.14159409657697,69,281,11,20.712199546485262,23.579863945578232,-194.07222,192.81488,64.91882,63.896572,54.90501,23.140656,0.17153732,10.840296,11.229545,13.247665,12.856821,10.862109,5.544543,-414.77454,2.2178106,-22.857906,-15.279264,-17.617752,-41.69594,-47.19169,-38.243492,-27.195152,-22.438095,-20.400053,-17.669933,-24.068083,-286.68466,120.498116,21.014513,21.521166,17.94623,-7.725836,-20.7703,-8.198216,-6.5240307,-4.0077944,-3.7667396,-4.30926,-8.03188,1.8829272314986605,0.878385032003939,2.926225535450517
580,24.0,0,1247.2062,3996.3564,145.4757,0.0134754296058042,0.0794027226156924,0.0028526035239742,0.074674194402679,1789.1737640452402,112.34714674,-120.21250939964678,69,281,50,33.0419954648526,42.4675283446712,-197.7205,167.80629,38.250446,82.3778,29.88888,18.90859,12.099027,24.441515,14.526921,19.42209,16.499208,13.595057,10.797735,-478.21313,30.858139,-59.565002,-14.428556,-32.46877,-32.8497,-43.832554,-15.995009,-28.8392,-10.082841,-15.069493,-16.205406,-11.565657,-347.28882,109.40629,4.9643354,17.45663,9.937624,1.9203522,-5.2205353,3.5424356,-1.510478,2.430641,0.555413,0.7423275,0.8303066,0.6608399092970519,0.7780531797537185,1.6247707999389156
581,35.0,1,1288.3345,3999.7925,145.37077,0.0271460115586907,0.1354767142058108,0.0034728571636166,0.1170066899710704,1769.1502679722216,86.1328125,-110.45924027265848,69,281,23,20.410340136054423,24.07709750566893,-204.89291,197.84587,28.714737,87.20501,27.68558,59.014957,4.6848326,12.865207,15.970491,3.7174926,8.563648,9.38761,10.355121,-403.31378,25.146872,-57.362125,-13.310913,-52.98862,-32.665386,-48.636513,-29.464268,-22.41328,-34.674694,-27.503275,-18.509241,-17.645681,-285.15134,120.35682,-2.7645192,35.43123,-1.4408929,5.7441177,-19.172554,-5.3863115,-3.74851,-11.766085,-6.2131276,-5.853305,-2.8561633,0.8874060928719314,0.8477076662271614,2.8657939348276518
582,18.0,0,579.2706,3933.9346,146.32074,0.0245764312777807,0.1134614918451827,0.0028942144008393,0.0925086069915254,2329.4883685442605,107.66601562,-69.62119863775833,4,17,1,1.355873015873016,1.355873015873016,-230.68219,152.5666,76.79967,54.035976,30.10435,24.744852,33.697197,36.474754,14.416975,13.523666,24.53633,10.983757,8.718171,-403.93665,-23.243689,6.7352324,-19.475492,-27.602308,-20.291893,-16.460499,2.8471928,-15.508352,-11.665561,0.16950104,-13.064363,-13.587391,-305.00504,76.2823,43.663673,35.661903,13.930956,3.3740416,7.4794464,17.567398,-2.9643612,2.2375307,10.799889,-3.1169333,-3.6692371,1.355873015873016,1.0,2.950128775462421
583,18.0,0,863.39075,3153.0508,147.72836,0.016640186810187,0.101920530635738,0.0025865509549419,0.0519156407828282,1989.7440026175848,83.35433468,-48.0834982128612,0,0,2,2.253015873015873,2.276235827664399,-208.09819,147.5171,74.18922,48.780296,38.58885,17.177448,25.19252,39.60906,7.5431514,14.87057,29.230923,8.494662,4.67189,-432.17685,31.392353,-26.802399,-27.055578,-19.75217,-29.690512,-20.563955,-9.393044,-26.31277,-21.10758,-3.5461588,-19.933443,-20.008892,-349.0573,85.26018,38.37352,31.148693,9.655075,-5.883516,6.4376497,22.266726,-6.663948,-6.1616473,15.928763,-6.4238853,-8.345112,1.1265079365079365,0.9897989679424598,0.0
584,35.0,1,1542.3207,3999.7566,145.35553,0.027672266333835,0.1425256616488247,0.0051379907949464,0.1137335946626752,1804.2907483555744,117.45383523,-92.66081046335724,69,281,10,16.48616780045351,19.87587301587301,-186.10052,197.59137,37.21599,106.79896,23.235607,51.100403,3.3671455,18.914316,1.8221008,11.184655,21.824284,-5.896211,13.72219,-430.68613,15.871353,-53.78318,4.579208,-71.143,-36.265106,-51.249207,-21.27823,-40.044132,-27.904531,-17.65857,-42.18608,-14.104487,-280.18268,124.65875,-11.121123,40.457615,-15.430746,-0.73187584,-22.398165,-2.3276632,-15.665585,-8.87171,-1.0457573,-21.562103,-0.44053203,1.648616780045351,0.8294562853811522,3.471545624430993
585,22.0,0,1201.2749,3999.0671,145.48575,0.020030944512789,0.0757293941140241,0.0130105281360278,0.0983114284344872,2402.0376086899,95.703125,-82.36594017066163,69,281,18,21.71065759637188,26.486666666666668,-128.7793,184.12375,57.352997,82.39255,35.190094,29.602684,19.153168,20.49881,16.957706,13.69202,13.560888,17.861912,15.695454,-541.32745,-21.918121,-50.93975,-14.482797,-17.325558,-38.577324,-27.917423,-24.497437,-20.586775,-26.911999,-23.266531,-9.6217,-22.833187,-239.27545,104.704765,0.4513829,21.375229,14.282841,0.9126991,-0.54976976,0.0,0.0,0.0,-0.3379575,2.5299726,0.0,1.2061476442428822,0.8196825168527012,2.605084319154291
586,17.0,0,872.71936,3996.4392,146.07088,0.0168192694055456,0.0858777304245655,0.0025713857689544,0.0873064313616071,2466.461594040326,198.76802885,-45.31884803886694,3,13,1,1.2358730158730158,1.282312925170068,-202.75052,131.9386,82.033844,76.590485,26.973404,33.41893,42.62131,9.330935,23.70063,33.923393,10.822105,36.5936,14.948278,-495.60187,-6.4216805,-52.55493,12.8732815,-36.709225,-30.949863,-6.630827,-56.814777,-17.16079,-3.249527,-21.851822,-4.4563613,-20.757671,-306.88715,73.12369,40.044617,48.174446,1.6648003,-4.067174,14.246845,-13.492873,5.6117034,13.222185,-4.917013,8.489436,-4.6075926,1.2358730158730158,0.9637842617152962,2.339522546419098
587,22.0,0,915.4703,3951.6465,145.60245,0.0200125295060109,0.1558463653034774,0.0033098557163546,0.0749733664772727,2458.132033572334,123.046875,-81.2575082966069,3,17,1,1.5310204081632652,1.5310204081632652,-195.5568,125.62178,91.49919,89.84201,29.626854,24.10198,20.828068,19.147171,15.328887,17.165607,30.626831,11.20822,10.8011,-386.8102,18.038483,-45.18183,6.423891,-3.2754593,-21.974695,-15.764369,-11.949812,-12.844483,-22.240614,-10.076513,-13.765685,-14.283699,-300.83954,68.58857,34.172054,48.036037,13.168026,1.3267133,0.078932986,7.4351377,4.361153,-2.5941157,6.8830914,-0.2913254,-2.2122502,1.5310204081632652,1.0,1.9594774726739537
588,60.0,0,1379.6874,3999.0432,145.45378,0.0237050646341025,0.0966262900605871,0.0084374854835329,0.1435964578724188,2519.298497366051,112.34714674,-66.91755490705084,69,281,6,22.38403628117913,23.614104308390026,-130.62679,166.53864,70.11041,69.947945,39.388443,37.745197,17.061632,29.917555,16.244978,17.307156,12.331868,12.441758,6.6787505,-413.28772,-50.142334,-46.888805,-6.20661,-22.790796,-19.667145,-36.338593,-9.8703165,-22.211153,-19.354729,-20.667927,-14.557629,-19.313448,-228.67302,101.96793,10.754959,29.93132,15.59209,9.288315,-4.8230505,10.483618,0.12927222,2.0665176,0.0,0.5378815,-4.2386603,3.730672713529856,0.9479096047367822,2.921982519382897
589,23.0,1,728.5609,3981.363,148.88277,0.0290204918408489,0.1186868779717775,0.0013223409821442,0.0971788194444444,2490.0334939764293,151.99908088,-39.15363091546455,3,13,1,1.0253061224489797,1.0253061224489797,-222.8766,160.48886,62.955544,82.053406,32.97422,37.35089,17.289375,25.80982,16.957691,9.409572,20.015001,9.963763,1.8945926,-421.25027,-62.20211,-7.610403,-6.3626904,-33.27638,-24.137537,-15.682541,-17.41466,-16.768944,-10.961408,-22.178787,-11.173124,-19.32531,-290.18085,93.0499,28.295414,41.35918,18.100967,-1.3794322,0.6064247,4.5545506,-5.242112,-0.56832093,7.504096,-0.79356503,-4.2619734,1.0253061224489797,1.0,2.925955414012739
590,16.0,0,825.02484,3108.2544,147.38232,0.0153359746720454,0.1370367855150668,0.0007479916565226,0.063818920617816,2439.937156325777,123.046875,11.357146409156211,0,0,1,2.008208616780045,2.008208616780045,-268.62518,92.120186,49.80109,48.130108,18.703888,10.3533945,21.581272,22.820972,3.2586496,25.236462,25.636717,6.7744513,8.298102,-356.73645,45.645054,-24.73721,-17.935534,-15.789374,-23.220078,-9.255002,-2.4998202,-26.9555,-14.855842,0.8147427,-17.695553,-15.392202,-316.26547,75.61293,29.118069,16.477661,0.42751622,-1.9807824,7.3619037,10.240799,-10.450825,-1.7073581,15.831444,-5.3704505,-6.178701,2.008208616780045,0.9999999999999998,0.0
591,24.0,1,1224.5546,3999.7295,145.36429,0.0220052150869118,0.1255207290197847,0.0091310453903925,0.1652065991817155,2620.161827644213,117.45383523,-75.444123308351,69,281,9,18.01868480725624,20.559138321995466,-131.15494,176.7887,73.7742,67.40933,31.176998,17.108458,-5.3551345,11.237618,2.7271419,7.182334,-3.2606864,10.856918,6.9305415,-415.63214,-56.67414,-24.669353,-22.5814,-45.976254,-33.410007,-60.837757,-26.358683,-30.071667,-28.939785,-40.33895,-21.86369,-21.222961,-236.676,102.852295,17.078764,11.192919,1.0237039,-7.362391,-26.526474,-7.3545265,-11.935146,-10.583823,-21.182365,-6.4118986,-8.105972,2.0020760896951377,0.8764319070697001,3.3561717869361987
592,69.0,0,1241.0029,3999.6377,145.67188,0.0183179826478235,0.0936029490686194,0.0026507715959673,0.1521544339364035,2284.503498358626,161.49902344,-114.2178128090916,69,281,41,17.97224489795918,26.451927437641725,-232.95366,206.21129,60.102528,78.66896,20.18434,16.096468,24.069523,24.76092,11.895572,21.603735,9.177048,15.534027,9.956153,-551.6076,14.015893,-83.741646,-43.041428,-50.080647,-58.39,-27.370447,-19.049385,-31.59441,-20.128122,-19.995638,-12.87317,-16.693373,-388.95892,131.44202,10.942881,9.588741,1.8657265,-9.074896,2.3692117,3.864047,-4.3078756,2.2867117,-2.592733,2.2407508,-1.9710784,0.4383474365355897,0.6794304475667148,2.6085055677950844
593,20.0,0,1735.0764,3999.5457,145.47572,0.0172784396530604,0.0676564297485284,0.0212395664037836,0.1665231036324786,2789.2867469065,198.76802885,-77.50525704621042,69,281,12,20.340680272108845,27.15111111111111,-79.73624,157.36159,34.84029,61.196865,21.097532,20.225893,21.301502,6.4111314,7.6221175,7.436503,7.0091777,7.647087,7.0930257,-502.36035,-54.08972,-71.20705,-22.996422,-43.903778,-48.83229,-26.466787,-41.360283,-34.66332,-32.14851,-24.1466,-24.37559,-27.587864,-194.02182,65.630714,-10.292413,7.8477445,0.6682099,-3.1275847,0.70115495,-10.4270115,-7.414777,-7.657956,-7.2235174,-5.2642226,-7.8530912,1.6950566893424035,0.7491656672490572,2.541332460304469
594,75.0,1,1762.1648,3999.3916,145.46756,0.0273413152350562,0.1332247352181668,0.0075986067249832,0.1367622270976027,2268.072581054899,99.38401442,-81.93773709887,69,281,20,19.71374149659864,23.723537414965985,-160.56784,164.54778,60.209053,112.94052,49.81449,24.30004,-3.6368537,7.8891773,2.5775456,29.31026,27.64638,0.42777127,14.990262,-508.15784,-86.81012,-40.629326,-2.649798,-37.71055,-36.400826,-74.77675,-53.56466,-53.284634,-31.182598,-31.405476,-38.2114,-22.764627,-282.22357,89.571594,9.924417,46.80802,5.9838376,-5.7979965,-38.478493,-21.17666,-18.262075,0.2979589,-6.9708886,-15.333707,-5.15528,0.985687074829932,0.8309781611304827,2.90850385391815
595,21.0,0,1302.0426,3987.4707,149.96927,0.0130466259485564,0.0756656391289843,0.007252189377398,0.0635635166952054,1777.7063693795976,151.99908088,-0.9680807029135606,4,14,1,1.6379138321995466,1.6843537414965986,-183.54301,135.01787,50.99895,79.67938,25.586023,13.353084,15.0378275,12.246509,15.922437,34.86427,7.747485,32.355133,13.73999,-343.55994,58.256916,-91.97502,-11.93034,-21.143019,-47.420074,-17.70338,-25.00885,-14.767914,-10.99236,-29.8153,-8.302202,-22.424171,-234.33148,92.949295,-26.770782,35.422104,3.717904,-12.054332,3.4346828,-3.380383,-0.9826536,16.170841,-7.6249666,5.443179,-4.4434185,1.6379138321995466,0.972428648357566,2.374798061389338
596,22.0,0,1595.1576,3999.5227,145.36746,0.0209945267556374,0.1345118282150662,0.0018491660654847,0.1776741049903568,2428.9912557874454,92.28515625,-131.76941810693572,69,281,15,18.66884353741497,24.055918367346937,-199.23845,140.3764,-2.6732945,70.56478,-16.810587,25.213846,-16.115692,14.272447,-0.6596116,15.412236,13.364894,-8.704981,7.6780834,-375.3836,42.36539,-90.250275,-21.16013,-66.083916,-36.642952,-64.51417,-31.502195,-34.46007,-23.08714,-9.614385,-38.5399,-19.115849,-299.71884,89.34821,-28.13682,20.654678,-33.367996,4.1443725,-37.718227,-6.4368134,-16.214188,-8.095376,0.12793243,-23.440168,-4.5170603,1.2445895691609978,0.7760603129895766,2.86831701647522
597,25.0,0,1592.5819,3999.7034,145.72366,0.016550198088161,0.0966569530967303,0.0055238369775077,0.1629631448779585,2910.3523953272024,117.45383523,-83.01807941757654,69,281,14,19.435102040816325,23.52181405895692,-160.11517,125.09246,43.363644,60.69695,21.862291,16.054243,-5.182313,4.9222584,-9.962246,18.142086,-6.334427,10.547966,-0.95347244,-404.61316,-46.58179,-43.97294,-33.797626,-43.672855,-39.902958,-50.582157,-36.46838,-43.244457,-22.87359,-36.83398,-17.76949,-29.897484,-247.50668,68.51694,-2.6072664,9.381554,-4.9432964,-4.17881,-24.510418,-11.941696,-24.195667,-5.266401,-21.55034,-6.0124006,-18.00178,1.3882215743440232,0.8262586377097729,2.9334472174234945
598,46.0,1,2204.2458,3999.6277,145.46716,0.0177533882231977,0.1003469541600375,0.0017653631314642,0.1357074152143931,2917.878007895371,103.359375,-105.79057174299116,69,281,14,19.91111111111111,23.13868480725624,-159.11858,146.34036,38.572792,89.75401,42.722866,30.803068,21.807549,20.87283,18.49667,30.355072,20.08186,20.75574,15.191789,-561.5859,-111.381226,-55.342472,-4.794629,-37.942497,-26.365654,-21.171234,-28.117579,-27.738028,-15.845455,-23.231314,-10.302925,-16.496706,-279.11252,46.962494,-3.7432046,36.163727,9.423065,8.439349,3.5633364,-1.0273072,0.54141617,10.767693,-1.3546128,6.5128193,0.7284904,1.4222222222222225,0.860511791269443,2.9820190980933265
599,18.0,0,1070.3071,3791.284,149.81154,0.0082643168662631,0.0621015676011221,0.000936626464311,0.0531947544642857,1477.7150131326384,83.35433468,-27.394625949121902,1,6,1,1.6212698412698412,1.6212698412698412,-273.36682,152.0878,39.202583,63.084232,25.751862,32.85015,33.5728,11.10292,20.559893,8.866996,26.523264,8.807738,7.736461,-532.6365,60.487377,-108.18288,-13.758913,-63.626335,-19.123873,-6.2160816,-30.827097,-2.6060395,-21.80578,-1.7667617,-16.617401,-15.712211,-351.33282,103.123886,-33.349182,10.127161,-25.803028,14.316122,12.771038,-15.31726,8.101202,-6.2983694,12.147588,-9.228271,-2.8308074,1.6212698412698412,1.0,0.6168004699432152
600,40.0,1,1504.4143,3999.4958,145.68129,0.0205875306083988,0.1210125891093986,0.0007795941947327,0.1998738771508097,3173.03006706708,129.19921875,-149.78044210440996,69,281,38,19.82984126984127,28.65687074829932,-212.54602,159.6777,56.820534,58.397213,26.448244,21.847715,14.143372,5.883291,-1.3147471,9.496071,-2.0677016,24.35675,-2.731116,-551.6353,-58.044586,-44.105324,-40.97846,-44.956917,-44.84376,-38.99647,-37.87315,-34.093464,-30.031137,-45.822758,-12.676361,-39.81665,-346.52615,71.88431,8.942615,-2.5615015,-2.4997709,-7.0005484,-11.6052475,-9.589497,-16.987991,-10.925914,-18.408688,0.23928618,-17.297855,0.5218379281537177,0.6919751093555147,2.407799532825645
601,19.0,0,904.6744,3998.8303,145.39803,0.0216387262161472,0.1202126707627267,0.0028025096948224,0.0941893657759391,2233.702459482807,123.046875,-95.43855657216352,69,281,15,25.551927437641723,25.946666666666665,-203.89665,149.73549,69.10177,69.66455,27.255056,59.454666,24.092237,19.73951,20.93853,24.48809,10.5987215,20.94975,12.743463,-457.4698,-32.858154,-5.1641374,-26.083385,-30.594427,-1.8403978,-27.320278,-28.145132,-19.108723,-6.8175044,-24.1189,-5.83524,-20.38127,-302.2935,83.89576,36.658905,27.184261,-1.8549747,24.76685,0.5997219,1.9523878,4.5136437,9.663963,-4.7325354,7.2294707,-3.287825,1.7034618291761148,0.9847865148114744,2.659301130524152
