gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,mean_silence,silence_ratio,wps
0,1770.096,3971.8774,176.20688,0.0118912001057901,0.0711816335429721,0.0021726245562487,0.1226609753024193,3048.435902853024,151.99908088,0.4649234682239943,3,14,1,1.4297052154195011,1.4297052154195011,-195.15228,85.29464,82.10061,95.30265,32.831844,20.237297,11.627919,25.579,9.317802,21.069038,19.19178,20.895048,8.712248,-364.1791,-29.343704,-56.94185,26.120192,2.8013177,-46.6323,-20.264982,-17.244068,-13.005821,-12.481116,-18.230055,-6.37367,-6.919587,-269.06784,53.43521,0.50840664,50.722794,16.903767,-9.7597885,-3.7762465,-3.116578,-0.87746435,-0.8648609,-2.5415378,4.8593473,0.30718535,1.4297052154195011,1.0,2.098334655035686
0,1306.6127,3999.3438,145.42726,0.0225541241737486,0.0965849813952629,0.0048350084227147,0.1390202242465883,2638.0539922120565,151.99908088,-84.29823289437734,69,281,22,23.40571428571428,30.62643990929705,-165.63687,164.42805,82.24058,75.537025,23.23598,19.524534,25.96006,21.144156,6.7546644,22.58238,8.813745,21.8177,9.987894,-445.57663,-36.18068,-11.530152,-19.08355,-34.202858,-35.15042,-15.503461,-26.769207,-40.32649,-23.170668,-25.539042,-6.699388,-29.199999,-274.71436,90.26358,35.50968,24.476828,3.8836684,2.6774492,7.477876,0.14453292,-17.211021,3.0440803,-4.6673384,5.72355,-4.6666617,1.0638961038961037,0.7642322893236171,2.252955296284834
0,1782.3127,3985.181,145.68913,0.0121224186901351,0.0664664399933216,0.0009733460082491,0.1008413461538461,2360.903032300504,66.25600962,-12.454938254173616,4,14,1,1.5024036281179138,1.5024036281179138,-224.05072,124.81922,31.966288,86.54611,29.637903,10.785883,18.758188,10.047967,15.96585,17.81739,4.838876,9.700117,6.2188373,-445.7145,-19.56526,-84.22653,-20.466408,-26.096182,-62.717735,-18.091434,-23.51605,-32.83193,-21.579546,-41.327217,-16.160992,-20.706839,-324.07382,75.715546,-35.300842,27.558596,5.503509,-26.651516,7.317445,-3.6036139,-5.47342,2.8876941,-10.958387,-0.29577273,-6.2639027,1.5024036281179138,1.0,2.6624003863801016
0,891.5218,3788.1975,160.8698,0.0097836471153885,0.0816967368772376,0.0036752898743419,0.0596664891098484,1892.542009003486,161.49902344,-6.51672003118638,0,0,1,1.525170068027211,1.525170068027211,-201.09232,118.36879,49.821014,26.50695,22.358858,17.665363,13.305778,15.775888,18.511131,19.260977,12.029272,21.354605,-1.8600181,-341.6525,66.893845,-39.82981,-28.215355,-33.956024,-7.5950165,-23.588585,-35.973083,-18.166595,-22.895958,-29.5006,-5.4683037,-28.824017,-275.45404,97.149124,0.74248797,0.44626853,-0.7127548,7.0110826,-1.2621944,-13.074684,-0.76886445,-6.620596,-7.287596,4.5477443,-15.692963,1.525170068027211,1.0,0.0
1,1355.3572,3999.2659,145.44978,0.021525578491971,0.1140799766889547,0.0049990403351148,0.0963000916598136,1353.6842499544955,151.99908088,-104.19780300805388,69,281,19,17.343718820861678,21.17501133786848,-237.24986,208.7516,73.6602,124.20157,42.53181,26.31523,30.643719,19.938702,31.868313,23.29457,20.417784,38.446716,16.665955,-564.7479,0.0,-70.739296,-14.802305,-48.90178,-55.62587,-40.28826,-61.63956,-35.74461,-34.537502,-31.523193,-6.2540493,-33.386524,-362.5799,131.93579,5.698834,36.776096,5.2610197,-8.635492,1.7077513,-25.558306,-3.8633692,-6.324123,-5.9291267,16.586994,-8.682482,0.912827306361141,0.8190653853320455,3.2585578774450696
1,800.4094,3998.988,145.3724,0.0456167472787243,0.1427467039785871,0.0039320366264432,0.0475103997564935,1189.389867000421,123.046875,-104.37331530185487,69,281,1,26.811473922902493,26.811473922902493,-198.50719,202.8066,55.270283,85.13403,43.968,57.817062,12.898463,9.819346,15.214225,26.376066,9.921369,5.983546,8.69502,-426.48434,61.870495,-57.6104,-2.5033686,-32.52864,-13.393788,-30.470657,-23.2442,-19.898098,-3.38387,-19.332869,-30.986246,-19.52511,-297.9144,143.79149,-0.21959378,31.578215,14.154713,9.802662,-3.8340569,-3.8666248,1.6730685,9.85499,-0.57660437,-10.381435,-3.7321026,26.811473922902493,1.0,2.573525058652589
1,841.89667,3659.022,147.50964,0.0121167592951073,0.0889696476315209,0.0018261616352052,0.06890869140625,1991.6228851081244,161.49902344,-56.31860879791904,0,0,2,1.7820408163265309,1.8517006802721088,-231.32306,161.32178,32.571243,60.014828,23.05407,19.688667,16.123667,17.416912,8.032376,12.27529,17.207582,14.886389,11.834412,-385.34546,67.6763,-26.693888,-6.4268475,-16.462135,-40.744343,-15.547232,-9.833609,-23.30094,-18.51678,-19.960047,-6.011904,-15.190112,-283.41495,91.987885,-11.144816,21.210094,-2.4705167,-3.179666,-0.11925578,1.9031281,-5.1232643,1.3528856,2.3772562,2.2618647,-1.1116996,0.8910204081632654,0.9623806024981632,0.0
1,1193.2737,3998.1562,145.49727,0.0242009157044089,0.1559628436750183,0.0058384519419946,0.0854150864684466,1469.9380710257603,112.34714674,-103.28366619427516,69,281,14,20.94439909297052,23.909569160997734,-200.08786,194.73227,11.044526,74.24299,30.475138,33.869488,4.93495,10.286421,10.743001,3.2230127,7.485878,11.420458,19.716684,-373.49265,68.24808,-60.87013,2.2353742,-39.603115,-28.317936,-39.708122,-34.785,-24.134764,-27.879122,-30.338747,-15.215768,-5.8638864,-274.94763,139.7034,-17.006601,34.480293,-1.2038137,4.6658673,-14.237038,-10.181585,-6.1672487,-11.365866,-7.3459196,-1.6015832,5.5956993,1.4960285066407517,0.8759839607288232,2.8858738329988656
0,1125.1437,3999.378,145.3593,0.0210329648898166,0.0684082384988867,0.0052745563441382,0.093185520371216,1712.915816286156,117.45383523,-118.49187902723638,69,281,49,25.84380952380951,44.46888888888889,-208.25279,185.19261,44.54357,73.11284,13.471765,12.276559,6.639348,21.075594,17.272064,4.5564837,14.431593,6.8612266,9.34833,-541.3531,2.0835533,-28.261953,-14.079725,-62.245827,-34.51927,-64.261475,-11.826433,-16.980518,-41.685883,-14.982426,-22.95116,-26.130495,-353.17432,89.12152,18.711212,16.395798,-3.4451919,-6.243499,-18.539654,3.7264562,2.0264156,-9.590677,0.0028809607,-4.937026,-3.5448382,0.5274246841593778,0.5811660729455939,1.5516465943730948
1,1378.512,3999.1697,145.61592,0.0256301662434455,0.119981558468189,0.0071345878181033,0.0860067453076121,1739.8504242049626,103.359375,-98.80468091660022,69,281,19,17.809705215419502,22.25002267573696,-173.45978,217.85013,35.298668,86.37792,42.991516,29.725063,19.002245,25.869038,5.082529,28.476706,9.0126915,11.127204,16.876244,-490.61633,38.734764,-54.50319,-0.090614796,-21.22447,-29.06652,-30.253004,-19.717602,-27.902578,-15.975491,-23.719711,-17.86842,-8.506024,-275.3106,129.50653,-2.5713878,37.66853,13.708317,4.737693,0.8973518,0.9840467,-12.183412,5.226121,-5.924969,-1.2635655,5.394536,0.9373529060747108,0.8004353737059556,3.101120435047583
1,1641.5228,3999.6594,145.51663,0.0247955250961281,0.1187359273209218,0.013281323508724,0.1522724848458098,2345.063619783602,107.66601562,-69.39810189047157,69,281,25,22.05895691609977,24.64199546485261,-131.0489,160.23412,4.8225765,56.58184,2.1892297,75.10473,-2.9766824,22.55133,5.425783,20.965033,13.383063,8.107786,10.215085,-265.56686,37.20872,-50.06264,-3.830054,-57.36308,17.198523,-42.91093,-8.52054,-23.446905,-8.192419,-17.364418,-17.580215,-11.723237,-197.1102,94.80942,-21.054073,29.022663,-22.000847,39.499237,-17.663643,7.967972,-4.881927,9.103064,1.3636398,-6.4549303,0.3930547,0.8823582766439908,0.8951773791032028,2.800097910025839
1,1235.583,3993.3691,145.3585,0.0244785805131639,0.11060308986527,0.0108621452480264,0.1544315900460657,2490.036088858041,99.38401442,-66.84933220402725,69,281,12,18.92426303854875,23.307120181405896,-188.29556,186.72131,89.75954,61.531345,60.71285,30.393835,10.3019085,29.797684,13.760989,7.914746,14.829913,6.556353,8.6980715,-421.8484,-31.013203,-25.594618,-21.967329,-5.402633,-32.04884,-32.30826,-13.614396,-25.714432,-31.515522,-21.760603,-20.192884,-21.37836,-274.3963,112.15888,33.50017,12.581933,26.236141,-0.5165681,-8.511847,8.816437,-2.048875,-11.338717,-7.0927224,-6.3898363,-5.7110205,1.5770219198790627,0.8119520082814123,2.960468709259381
0,483.08487,1861.1191,147.7654,0.0135656106235045,0.0638485957798779,0.011741992827678,0.0608862900152439,1911.2183531855048,103.359375,-58.06664851809429,5,21,3,1.6253968253968254,1.90249433106576,-207.5217,159.25226,72.46993,56.18398,40.366917,19.735636,21.436232,33.823746,7.500683,28.622017,23.68935,10.671985,10.680959,-442.1322,22.61507,-31.21635,-2.1226263,-26.285063,-30.455921,-23.653887,-11.9457035,-19.443897,-9.935816,-10.894134,-22.03866,-20.24251,-284.91446,106.28907,26.754889,38.404068,20.740164,-5.884343,-0.85989505,8.742831,-5.259001,6.3456964,1.4083166,-4.665008,-2.8412638,0.5417989417989418,0.8543504171632896,2.6281287246722287
1,1797.3124,3999.304,145.40932,0.0268531332397239,0.1178181814795241,0.0118333687641723,0.163255045119545,2158.572282170428,129.19921875,-94.52609287326686,69,281,24,18.134784580498867,25.0,-178.5545,204.32478,51.82273,90.46125,39.145653,35.870975,8.197894,5.7042966,2.044956,12.104241,17.121403,9.293583,9.525789,-521.867,0.0,-48.555668,-26.864033,-48.091072,-32.958904,-52.133453,-40.413326,-44.46191,-33.17632,-26.848436,-23.779768,-21.854328,-294.1735,115.723724,0.0,23.924517,0.0,0.0,-15.354113,-11.506653,-18.22982,-6.7595873,-4.0278196,-5.583044,-3.6865535,0.7556160241874528,0.7253913832199547,2.76
0,1463.1218,3999.58,145.42926,0.0187118278109413,0.0926778427526968,0.0052872362169554,0.1247727243523848,2381.5588482999547,161.49902344,-100.49353522839972,69,281,18,20.921179138321992,28.21378684807256,-180.34825,171.99886,59.779427,90.10339,21.785666,18.683361,27.962282,10.556194,5.512147,22.152775,5.930928,13.550502,10.844071,-425.44385,-9.961851,-47.368156,2.6359506,-33.96673,-41.93059,-10.472557,-39.562355,-36.44322,-14.37096,-32.3817,-14.003956,-17.250017,-278.79236,89.99403,19.281216,32.759075,2.214548,-4.4926414,8.655502,-8.198881,-13.663042,4.9487386,-11.346768,0.80536735,-2.0352993,1.162287729906777,0.741523257795195,2.4456128619513464
1,542.98846,3712.862,149.67845,0.0247867550339082,0.1119816869567665,0.0020566640101856,0.0567237367021276,1876.304203043258,215.33203125,-44.51892842306235,3,13,1,1.087437641723356,1.087437641723356,-184.21515,176.78635,77.69716,62.99696,34.6285,32.93029,31.51475,25.347198,22.184206,23.033827,16.647825,33.958714,12.911752,-473.55087,40.373436,7.927096,-9.51148,-23.300566,-23.868227,-14.46287,-20.643524,-20.610641,-21.38231,-28.13386,-15.656094,-15.3146105,-302.2799,109.6012,36.315643,36.158073,5.946099,10.123274,1.3610564,5.3897333,-3.982666,0.9560518,3.5029416,-0.24518913,-0.881868,1.087437641723356,1.0,2.758778880640587
0,1892.4354,3999.7407,145.35014,0.0148717549184244,0.0932833336173348,0.0021383825231481,0.2088025922745743,2718.4938560937085,89.10290948,-127.75453125442576,69,281,34,17.76326530612245,30.0,-232.5517,167.65952,13.271467,109.72191,9.952945,26.732662,20.041739,9.468048,18.697037,6.2603188,17.580696,13.446829,5.4605327,-590.4039,0.0,-82.4966,-19.517368,-56.01096,-42.34542,-26.754246,-31.28495,-18.295036,-29.081135,-16.572483,-19.61585,-29.762302,-383.22937,90.65524,-14.639622,21.870228,-2.792944,0.0,0.0,-2.1004066,0.0,-6.806345,1.5498447,-1.3388317,-1.8776695,0.5224489795918368,0.592108843537415,2.3
1,1443.6432,3998.6577,145.3503,0.0332046641061435,0.1162829164665009,0.0027402877887045,0.139552048337581,2371.8118903257414,107.66601562,-119.755448141592,69,281,31,19.504761904761903,25.0481179138322,-179.75412,171.18349,41.241894,67.93402,45.253506,54.962215,11.392613,16.080954,6.271591,11.084426,7.6548505,9.447132,9.850164,-536.0471,-9.533371,-47.06773,-7.4259896,-26.5385,-6.0306396,-35.566734,-24.10614,-26.381758,-28.128448,-30.545494,-19.731005,-17.918541,-288.45862,100.55682,0.24963297,20.260601,10.904758,18.873379,-10.671885,-3.463768,-7.985248,-9.345421,-8.069435,-3.8804862,-3.1341343,0.6291858678955452,0.7786917153560221,2.7546979871847563
0,1258.8134,3999.6003,145.4908,0.0141554337995999,0.0887382791183758,0.0017835464602995,0.1379755611053451,2446.236594920076,143.5546875,-134.527193410487,69,281,54,25.843809523809515,44.7340589569161,-225.35808,165.21072,45.151505,65.79644,20.880817,3.8833582,-5.665735,9.077792,0.24287352,3.8403983,-1.6041514,10.252454,-2.9984658,-534.746,-5.1341796,-75.7429,-33.047062,-41.31819,-63.50148,-51.095856,-28.825829,-41.828552,-26.25544,-28.804808,-22.331968,-31.87071,-386.4675,77.79416,-1.0541815,1.7035882,-1.7798485,-19.283867,-23.896507,-10.090733,-17.342918,-12.031291,-16.199055,-10.229099,-14.888874,0.4785890652557317,0.577721094987155,1.542448899315278
0,659.417,3761.1335,145.75992,0.0175167260655689,0.0789583659588651,0.0149165506123823,0.0617472330729166,2063.2876552879666,95.703125,-24.030794966862995,4,15,1,1.0681179138321997,1.0926077097505669,-112.04827,151.5675,78.666595,77.51864,30.001972,17.546495,13.157635,24.11193,19.436403,17.614555,21.778349,20.464699,4.5158606,-387.79474,47.87008,-30.366253,5.2012644,-32.163425,-38.672062,-23.261961,-47.126396,-26.436703,-23.71768,-13.828005,-15.875097,-19.521223,-178.53458,98.26898,31.409355,38.93544,-3.3799036,-12.463194,-8.738129,-6.16038,-1.8980076,-2.871276,1.9320474,-1.7133663,-8.607492,1.0681179138321997,0.9775859206375562,3.660966295865848
0,1082.8319,3914.7903,160.71666,0.0103454610018688,0.0881340735152398,0.0027651685506517,0.0503408394607843,1802.05809591884,89.10290948,-31.39395494088779,0,0,1,1.172018140589569,1.172018140589569,-198.9278,141.84015,33.40755,87.156204,31.920954,26.656862,36.63471,11.902123,24.352974,23.660099,17.819763,22.483124,10.96874,-380.00952,68.54767,-53.650818,-4.0189877,-13.874087,-36.421303,-11.498632,-33.499664,-11.132794,-15.359667,-14.109684,-12.653231,-15.165663,-271.1911,105.67459,-17.10183,26.836948,9.864743,-0.08936234,9.33698,-9.069083,4.6981764,4.19335,3.608101,5.5721016,-4.294488,1.172018140589569,1.0,0.0
1,785.6088,3980.4473,146.48996,0.0371731101302375,0.2460682047445861,0.0001258088285969,0.0753667700381679,3641.263237409119,107.66601562,6.184181923146809,5,22,1,3.037369614512472,3.037369614512472,-293.68695,86.79919,60.001842,62.24534,32.214973,31.242283,27.694319,38.91176,19.92599,15.534368,29.164978,13.042952,8.671402,-441.9,-14.589095,2.2624345,2.9829264,-22.476273,-14.827575,-0.5389553,-4.8979397,-15.318239,-9.6670475,0.10246104,-5.0353565,-14.855183,-402.1835,21.109713,43.142395,48.893894,20.282246,4.032099,11.820493,29.426666,0.6344995,-0.32304335,20.310179,3.6850567,-2.5639586,3.037369614512472,1.0000000000000002,1.6461611968823724
0,1448.1205,3999.3484,145.37793,0.0167988791400987,0.1007233629021056,0.0024023839365198,0.1263806898110932,2455.2294731090865,117.45383523,-106.20752233534644,69,281,27,33.43673469387755,36.08743764172336,-172.01915,158.1095,32.98712,66.685486,21.878761,34.795067,17.688643,13.58719,18.375568,3.6786613,12.176542,11.611862,4.0502768,-383.5416,-24.490225,-55.653843,-11.490862,-30.18589,-21.838583,-24.686493,-24.549955,-20.839247,-31.353495,-12.266188,-13.964109,-23.31189,-263.86093,105.92326,-8.1852,22.169395,4.8801856,6.9379053,0.066717796,-0.22586304,1.3780715,-9.334293,-1.0624313,0.7779469,-6.297208,1.238397581254724,0.9265477650654494,1.912022701224539
1,552.63763,1743.1854,145.68373,0.0231956093784925,0.0803651228617535,0.0196814422723137,0.0568195003094059,1892.422590944812,198.76802885,-52.70885359291258,5,22,1,1.9040362811791385,2.3322902494331066,-128.71992,180.39125,91.36098,61.62681,31.672535,28.394087,31.981157,16.91321,17.219446,28.923595,15.192207,11.027687,20.384285,-445.78946,30.045376,-19.684525,-7.3492274,-27.94912,-27.982681,-13.873287,-26.5774,-24.622702,-14.358303,-21.870407,-18.133408,-19.347242,-239.85527,114.80925,28.949656,28.241089,6.208832,4.9361944,11.135,3.1180296,-5.878278,1.4210839,1.7625685,-2.5391874,1.9446915,1.9040362811791385,0.8163805005152935,2.1438155054737784
1,1266.5444,3999.7634,145.37856,0.0231155010235676,0.1116252036006594,0.0028000833255075,0.1100657059698879,2011.464395543788,117.45383523,-137.02820131846076,69,281,46,23.754013605442168,41.44117913832199,-204.7868,184.1303,41.761593,60.549778,32.454464,17.320343,5.33567,5.158358,-0.47404617,2.213679,10.117832,8.704661,9.204477,-455.14972,5.2389007,-42.17136,-17.844467,-32.461098,-30.958273,-41.755394,-33.262337,-38.296494,-26.770466,-24.51713,-16.916975,-18.097876,-362.42938,97.12351,-7.046296,1.428438,9.539975,-3.117185,-9.927953,-7.112159,-12.488476,-9.112295,-7.2399597,-6.672524,-7.8953056,0.516391600118308,0.5731983041832917,1.6650105386647525
1,1300.3845,3999.0195,145.4839,0.0334663608259448,0.1323521485289792,0.0036407217952678,0.0773220062255859,2165.738422834066,117.45383523,-103.02883308465856,69,281,9,22.929160997732428,23.76507936507937,-139.96527,179.74767,54.108112,90.659004,40.13044,27.172318,18.212507,21.885204,20.336172,20.726397,24.83887,15.348705,13.98006,-530.0157,-49.822655,-45.012268,-7.4551024,-39.404682,-23.66153,-32.816776,-16.916113,-19.302443,-16.78288,-14.093395,-13.237802,-13.946524,-260.9938,81.90375,3.868084,27.558773,14.1782875,3.2669377,-1.0402482,6.9611626,4.124386,6.763409,5.574131,1.9304693,2.1652334,2.547684555303603,0.9648257700087784,2.903419716804702
0,1607.4813,3999.5212,145.70677,0.0158216921554347,0.0798538674123476,0.0070769915246981,0.1910934258298755,3144.4683211276297,184.5703125,-76.96743020860842,69,281,19,21.75709750566893,27.97628117913832,-172.77058,144.16566,106.59211,90.64755,27.167744,18.49321,9.04633,14.792558,14.144805,2.7286897,9.116916,17.344652,0.8554922,-467.22797,-91.08767,-35.084488,-21.93715,-42.79704,-60.03714,-49.12875,-37.80263,-30.630564,-38.290405,-21.414452,-16.632769,-38.23815,-303.4351,59.211037,19.72974,16.052639,0.23820361,-10.717428,-18.038523,-9.061907,-8.627255,-14.158552,-5.365736,-1.6411524,-16.189245,1.1451103950352068,0.7776979851737055,2.4663749823708776
0,1614.3284,3999.4353,145.39372,0.0228083635658605,0.0834577727449381,0.0062122066080941,0.151322519618834,2116.26910157272,117.45383523,-102.60429479892672,69,281,13,18.297324263038547,25.88303854875284,-194.78407,163.87491,22.280657,92.44954,18.667988,43.701042,7.998437,14.601273,8.087871,15.801524,7.0524964,3.2356277,10.161055,-411.5029,20.50705,-62.650906,5.1931286,-43.896935,-33.96946,-58.306667,-48.10431,-43.043667,-22.276257,-22.546852,-25.740294,-14.255227,-285.4137,84.27605,-5.1804867,34.104218,-1.0672133,10.162596,-14.294552,-11.340505,-18.197712,-2.6045198,-3.4429512,-7.7822905,-1.7629141,1.407486481772196,0.7069233478354572,2.6658384744910384
0,571.048,3140.5415,149.70746,0.0189525748681253,0.1153418027476318,0.0012573913304351,0.0493951612903225,2155.672923243034,143.5546875,-30.15354551417445,0,0,1,2.143718820861678,2.143718820861678,-268.30197,130.72762,69.37846,49.337852,20.65574,15.919013,27.22548,30.667307,2.1875188,24.142017,26.431465,22.913378,8.640828,-435.2923,35.160553,3.4252138,-6.4692793,-33.623093,-27.025076,-14.753056,-20.196121,-31.730747,-19.119553,-23.88492,-15.975142,-18.035292,-330.32938,97.44184,43.54423,21.176453,-0.31115335,-0.8430995,9.648641,8.9660225,-15.582855,-2.420863,12.610527,-6.509699,-2.135018,2.143718820861678,1.0,0.0
1,1447.2645,3999.6833,145.3621,0.0114271702868076,0.0855909227436673,0.0014181215435552,0.1358920517930996,2389.069241824308,117.45383523,-142.4283422105189,69,281,76,29.280362811791377,53.324444444444445,-237.47179,165.4552,22.306494,65.81393,26.456123,1.2705784,-2.0589073,-1.5938358,8.643897,2.4531567,9.125774,6.8073535,-3.913298,-521.6966,-2.084865,-58.03548,-30.3955,-32.66191,-52.587017,-48.886833,-35.89295,-24.260727,-33.076916,-20.201897,-20.107775,-33.501205,-383.773,80.704865,-5.384019,7.9586754,1.5100653,-15.252117,-21.236153,-13.257404,-8.7965145,-13.333094,-9.1572895,-9.38439,-15.823053,0.385267931734097,0.5490983191076062,1.2939656609434906
0,1960.5101,3999.6536,145.50111,0.0147191523437915,0.093626591351904,0.0017153261695197,0.2155241532759233,3046.1006455834854,172.265625,-122.18246468632468,69,281,23,21.01405895691609,32.681496598639455,-198.9072,136.05756,29.065775,80.33517,7.8465014,2.4220345,12.315673,3.3921878,0.5319291,6.3119287,-5.6605253,12.834508,1.8588108,-483.86533,-28.637661,-97.830986,-14.849727,-48.663284,-66.70787,-33.131355,-37.109936,-37.369816,-33.608055,-35.970432,-13.557057,-24.447817,-327.87875,54.73855,-15.578981,16.09696,-11.116564,-23.378435,-11.070553,-9.475296,-15.849491,-8.4459095,-18.293617,-1.9203008,-9.215554,0.9136547372572212,0.6429956135420958,2.111286421408024
1,870.08295,3793.641,145.61165,0.018006494609617,0.1210251419794978,0.0008467437380097,0.0632727915846456,2595.790352783758,112.34714674,-60.78699343817496,0,0,1,2.942585034013605,2.942585034013605,-211.90448,150.43973,57.98792,42.272896,29.090702,8.003563,34.759422,17.11508,-4.543961,36.606964,9.941643,6.5065026,31.170248,-436.68326,33.68374,-35.895214,-31.364117,-22.058138,-23.793285,-5.333836,-15.537157,-29.833105,7.473253,-21.15366,-12.1973915,2.2555547,-339.50555,100.228264,40.108505,21.229485,10.616322,-1.3013047,24.442127,7.5395885,-16.363436,23.838306,1.5586445,-3.9555593,16.793747,2.942585034013605,1.0,0.0
1,1934.5881,3999.746,145.4405,0.0176367442954407,0.1154015514885065,0.0024435814250393,0.1263960222157922,2642.4105970115475,143.5546875,-111.27266468040754,69,281,15,19.8530612244898,22.54716553287982,-168.46425,151.80057,46.373505,93.41603,34.555614,33.953583,11.952206,18.079298,21.819395,22.42777,11.531758,20.040565,11.868165,-471.13165,-71.12667,-41.118454,3.1893346,-31.96658,-12.223168,-39.524982,-25.798567,-17.897066,-19.56481,-25.287476,-6.812802,-14.369879,-280.419,68.146164,7.7357297,39.694546,6.470478,12.864603,-8.185034,-0.075495064,2.5324807,3.7135897,-1.5745542,5.8520193,1.0321529,1.3235374149659866,0.8805125059085013,3.060251626723522
1,1584.2865,3999.703,145.52553,0.0299883442252958,0.1523817206937606,0.0013542874633322,0.2491660764365842,3652.821711500777,112.34714674,-133.22456332432128,69,281,18,20.48,25.353877551020407,-205.36348,148.22523,54.973724,55.247368,25.740623,29.278421,-5.798693,13.776937,-2.7104003,0.71386254,-5.547345,8.6317,-3.6226594,-502.93924,-109.15689,-34.273617,-33.255363,-37.699814,-30.077297,-51.986206,-23.771948,-38.32212,-32.283054,-41.54258,-19.191488,-32.407104,-307.43665,55.010628,13.606143,5.4350452,-4.7630806,1.483736,-27.506762,-2.313468,-16.238964,-12.34409,-19.12244,-6.984071,-18.373745,1.1377777777777778,0.8077659899866382,2.7214772123573256
1,1053.0482,3985.6763,145.54108,0.0184316370866877,0.09722356877123,0.0031877252477293,0.0827371987951807,2381.81609390122,54.97839096,-86.18671340426165,5,19,1,1.878140589569161,1.9245804988662127,-192.44286,148.40529,49.6555,57.90457,46.69214,31.892826,18.511192,36.867493,13.938516,15.957443,28.059832,15.203908,14.027526,-468.63293,-7.4702845,-18.153234,-5.5351877,-27.653414,-14.191435,-28.034912,-20.151257,-21.398355,-18.948812,-11.788382,-20.016983,-7.989103,-291.4997,101.47566,16.235104,33.878773,16.104162,3.9601429,-1.2938833,11.199826,-5.7310295,1.6177568,14.936987,-4.39132,4.130323,1.878140589569161,0.9758701133444871,2.5979687536819283
1,714.03564,3973.2786,145.98427,0.0230923589118837,0.0878296263586276,0.0114916861868806,0.0539662772362385,2309.550753558221,143.5546875,-68.95216190474893,5,21,3,1.9969160997732427,2.514875283446712,-123.947685,173.87479,52.763756,69.48532,32.758743,33.151253,19.378202,18.420885,17.650208,13.032771,11.789433,12.480648,8.145486,-404.95227,7.6234994,-17.60182,-17.89692,-22.273184,-13.596862,-27.597263,-25.431116,-19.346746,-24.121962,-25.789257,-7.8970757,-19.259579,-250.89192,96.88513,11.917067,22.735756,4.809848,5.8675895,2.9958396,-0.90998584,-2.3096826,-1.7962989,0.071689725,2.6133566,-3.3932023,0.6656386999244143,0.7940418011649506,1.988170162119272
0,1634.2631,3999.5818,145.62018,0.0127342262953622,0.0723102225826964,0.0027040953601859,0.1774333974041005,2880.8767299550527,143.5546875,-128.72208500533634,69,281,58,31.41659863945579,52.655147392290246,-191.41933,152.6714,42.734814,61.440853,30.172289,15.220718,3.357475,25.139746,8.111921,6.7435493,5.758858,10.646177,5.8201056,-539.4852,-42.973515,-53.181946,-34.951347,-36.01735,-44.17699,-57.97395,-15.764867,-37.99432,-33.75877,-27.563751,-21.518873,-25.860138,-372.7322,58.321068,5.988115,7.145806,0.75708187,-9.182669,-26.515053,2.3801787,-10.122894,-9.912062,-9.162379,-5.8380527,-8.764891,0.5416654937837205,0.596648194817432,1.310413196376371
1,999.35297,3971.3008,145.66653,0.024730760517728,0.117318621560827,0.0016988372326789,0.0576440161401098,1675.0305183679277,107.66601562,-30.547518943164548,0,0,1,2.0850340136054424,2.108253968253968,-169.92938,147.81422,42.798004,50.044384,29.263237,31.687244,25.079659,23.096645,13.027971,20.455193,25.069464,16.458324,14.337181,-415.32178,81.81346,-48.419968,-18.174816,-42.673653,-14.397331,-18.881607,-36.671288,-17.369164,-22.549612,-18.157,-12.935025,-17.018974,-274.63687,118.14375,-7.0585876,19.882568,-4.26122,4.7953763,-0.7264097,-0.012057602,-3.7379234,-4.550064,7.0546618,0.9121144,-2.8021684,2.0850340136054424,0.9889861681760496,0.0
0,1510.2446,3999.4915,145.35571,0.0185593679948389,0.1034689336251218,0.001553215175897,0.1683704064083997,2700.607851109249,92.28515625,-129.0554350605356,69,281,39,23.84689342403628,32.060317460317464,-189.44557,159.5712,41.017998,84.41969,12.407223,23.06487,27.407764,4.792712,8.157913,0.36625952,8.064859,3.8274739,3.874453,-485.912,-41.97107,-62.538216,-17.721989,-45.126564,-29.632467,-20.12341,-42.17328,-30.071545,-32.782455,-16.420101,-26.039593,-28.790236,-314.35947,93.97074,-2.8584044,11.662267,-9.632814,1.0941552,3.5157747,-12.950538,-8.7601,-14.344831,-2.8257668,-9.480593,-11.019884,0.61145880574452,0.7438133902932397,2.1521932864640063
