Id,MFCC-0,MFCC-1,MFCC-2,MFCC-3,MFCC-4,MFCC-5,MFCC-6,MFCC-7,MFCC-8,MFCC-9,MFCC-10,MFCC-11,MFCC-12,MFCC-13,MFCC-14,MFCC-15,MFCC-16,MFCC-17,MFCC-18,MFCC-19
422,-316.40277,109.393684,37.199524,33.462467,10.63587,8.368516,8.168885,5.584228,-0.11618621,0.036653493,-2.7720876,-1.7107445,-9.549973,-1.0801189,-7.3475623,2.137141,-9.591934,7.7001176,0.3964664,-3.494073
423,-293.86804,117.7389,27.66721,29.941492,12.38627,0.768731,-2.24552,-1.0002549,-1.8318799,-3.6494782,2.5568054,-0.93442947,5.1594076,0.047922734,-1.0993454,8.633505,-6.633753,4.6899457,-1.4239746,-0.64835757
424,-266.3191,123.58065,-17.889408,16.723785,1.3840622,-8.692,-12.550983,-1.0223641,-14.920861,-7.175512,-3.503128,-5.5343943,-1.9205315,-3.4006968,-7.867693,3.491345,-8.220624,-4.1411247,-4.3812914,-7.4570847
425,-454.22308,100.48966,9.608824,16.203472,17.424173,7.229359,-3.8581972,-3.927829,2.4540598,-6.977197,-8.082247,6.962264,-3.7145278,0.75692624,-3.2583482,-1.6892146,-8.114036,-7.9636607,-4.8183355,-4.7420483
426,-344.8497,105.87624,-29.985743,33.959427,-25.004827,-15.444784,-11.916067,-17.615524,-15.357095,-6.5260277,-10.091433,-7.5472445,-3.015151,-4.5924478,-5.3704014,-16.961008,-6.0229077,-14.045482,-12.21674,-2.9774628
427,-272.05893,94.18753,-8.675276,44.15443,5.0632405,4.726067,2.9862556,-4.0571656,0.18258446,1.7996596,0.9345133,-1.2106514,-0.72756046,8.552994,-2.2494311,5.1686954,-3.9018943,5.2031655,-4.4170847,2.339637
428,-231.65645,61.51184,-7.822081,25.759745,10.286811,5.8501797,-0.92074335,-4.171651,-7.3446994,-0.35812142,-5.2266355,-1.8355708,-0.5127871,4.0579967,-4.4366927,5.90316,-6.0057335,2.9406123,-0.704805,2.6387131
429,-324.5898,129.50888,-19.53152,11.0769005,4.229565,-11.449593,-19.500008,-7.621119,-15.635538,-10.725854,-19.43561,-17.643766,-6.366525,-4.7846456,0.28012398,-13.936407,-12.653818,0.9742379,-7.2176914,-12.186242
430,-299.99078,109.77155,20.703976,33.871696,2.7484949,0.5605294,3.1724114,-0.99210244,2.3380227,3.4967492,-1.4480643,5.486799,-2.4629912,3.4436243,-2.0393126,-0.5362255,7.1586018,-1.8838396,-0.6788873,-3.4579678
431,-261.99905,128.65479,13.09683,34.596104,10.3166065,-4.1259904,7.601903,-1.1443998,-4.635323,-1.5722553,3.0678296,4.796902,-2.75774,5.128548,-7.124036,8.657543,-6.839424,-3.0686514,3.4083369,-4.1664124
432,-342.05475,113.16236,19.244568,48.152946,7.3986936,-8.982314,-32.368828,1.5403404,-12.486519,-11.257468,0.8514272,-11.449922,-2.423954,-2.687853,-2.9296336,-12.169852,-8.293733,-4.5766087,-4.2685533,-5.353891
433,-223.80301,121.861755,40.658733,29.432705,11.764788,-6.426455,-3.2194836,5.797494,-11.888026,-8.813696,-6.362532,-7.568396,1.0705854,-1.5030142,-12.041682,11.213345,-8.449457,6.6325626,-4.166428,0.73722893
434,-315.43182,107.74633,24.961752,40.460384,8.302208,-3.850911,-16.84512,2.757,0.4260605,-0.31549457,-3.4454014,0.40537226,-5.238323,9.458364,-3.6530728,-0.4326603,3.570536,-4.7133083,0.4482829,0.6936995
435,-308.64783,96.430824,17.509272,35.213585,17.618128,-0.6638971,-1.439004,5.5550804,-0.4733969,-5.703784,-4.8194437,-3.8636172,-10.505882,-2.8080177,-3.3840725,-5.5063815,-4.8539243,-0.0013165504,-3.1499906,-6.731743
436,-311.5357,89.617355,-9.151582,13.792,-8.959776,-8.107204,-14.066161,-14.770041,-8.15213,1.6305515,6.958801,2.660163,-0.44819102,-2.4818127,-2.1047416,-2.1573117,-3.9188967,2.1610074,-1.6272551,1.1386282
437,-201.91898,64.79919,-3.7432678,18.54791,-4.713941,-17.230122,-19.927593,-23.085375,-9.068322,-8.0009365,-13.9139595,-4.0117583,-16.97692,-5.134497,-2.3886094,-12.695964,-8.307241,-1.5979685,-10.996362,1.1191486
438,-251.75914,130.78732,25.066906,43.232895,8.5478115,-1.8106427,9.955314,5.5291977,-7.818285,-10.035095,-4.292023,2.2217956,1.2556726,1.9361472,-7.3447313,4.9376917,-5.5549507,4.6790104,1.3049195,-2.1996577
439,-318.68463,115.58837,-16.647797,28.146242,-2.5059936,-1.7114617,-28.314724,-3.5542555,-14.6322,-11.523044,-10.832911,-10.3304825,-5.7038684,-3.9772942,-4.179378,-5.6804347,-3.1836367,-11.716023,0.51962525,0.41455093
440,-297.22745,83.77505,26.978624,38.17268,12.155847,-4.9906735,9.891296,12.071484,-10.458607,9.1788645,1.9362569,-3.1247947,4.619406,1.5585335,-1.9482063,8.709312,-7.4537096,8.035409,-5.3131895,3.7427087
441,-264.7755,57.77873,31.959448,20.939596,2.8464134,5.2259207,0.85250485,3.519806,0.73134714,4.310784,-5.840096,2.601621,-5.0680327,6.7866297,-4.0125055,2.1777928,-1.3264397,0.64360136,-2.5498288,1.0691131
442,-290.53525,134.27748,-9.71636,27.004267,3.241964,0.003602375,-32.352997,-25.471651,-11.990291,-1.4922518,-5.03933,-6.9288297,-4.541342,-11.775049,-5.2582345,-6.277658,-0.74780923,-3.3803723,-1.7701769,-4.3487206
443,-244.47617,99.339615,-2.2320607,43.84035,20.31322,-11.779139,1.7271907,2.6932018,-5.8849697,10.311843,-5.367047,-7.90901,6.552918,-1.958542,-7.743777,7.8549047,-11.181599,2.531841,-5.491925,-2.988487
444,-357.11707,136.96523,14.513987,6.555076,4.8220873,3.660619,0.6501092,5.9135556,-7.0516734,-1.224372,0.0077487123,3.726915,9.137522,7.4901805,5.091643,7.0627413,5.0215816,9.896441,-0.29305953,-2.863007
445,-279.9243,68.66596,-12.615606,29.159391,-0.27623707,-18.615585,-36.52095,-27.257036,-5.4012666,-7.405854,-21.486643,5.58767,-16.552809,-13.295878,-6.7320695,-7.2648454,-17.663473,-2.138064,-10.887758,-8.59887
446,-341.0502,118.18435,-0.65733016,29.934103,7.8425336,-16.645645,3.1888468,-0.70338786,-9.651077,9.739205,-16.133753,12.906271,-13.068355,4.8760424,0.7501784,6.460664,-9.560816,2.6785235,-0.23094814,-11.056186
447,-362.85303,74.24018,-23.902674,38.33485,-19.619406,-1.0666225,-26.031916,-11.193877,3.2670913,-17.70072,-9.740736,-2.4411855,5.3846207,-5.8133907,1.4849635,-9.744967,-9.079067,2.9902873,-6.505437,-3.7794902
448,-288.07654,76.13995,19.867657,39.28495,10.570231,6.8331585,-2.9066923,7.0880246,-3.301016,-7.44957,-0.3449169,-1.435162,4.2019672,1.5611951,-9.784384,9.311922,-11.534839,4.764992,-4.0557427,3.555764
449,-350.50003,69.57208,39.52311,43.11948,19.357422,-7.7601275,6.871959,18.952824,-9.268392,7.4980206,8.9749975,-13.389122,6.4356036,0.6637536,-7.577741,4.300373,-4.070554,6.646135,-14.275565,4.335646
450,-377.7643,135.709,12.2299185,24.675278,10.662232,7.815729,-2.894862,-2.0575426,11.515251,-1.6622167,2.6355329,5.905575,-1.9559834,3.149308,-0.81649214,7.652909,-6.923286,3.0294082,-1.2015547,-2.4237657
451,-327.31525,127.83424,5.454878,23.22205,-17.868118,1.4106158,-12.9274235,3.6685336,-7.997165,-9.114509,-5.1447887,-6.2856016,-0.3021536,-14.31609,-3.3287709,-5.5919347,-5.8395095,-2.0826585,0.865342,-3.9911022
452,-273.03342,45.27133,6.5640388,23.946066,6.7327294,5.9501023,-15.78355,-12.710024,-14.272327,-5.041021,-11.487885,-0.6431986,-2.1296723,0.66718596,-14.469066,2.7950592,-10.632782,-2.7537277,-0.85876745,-5.934388
453,-384.766,91.722435,6.3839493,40.19906,12.119451,-1.968555,6.809067,-2.2484815,7.5427246,-9.389033,-3.6570542,5.1241236,-11.031305,8.408576,-8.804133,-4.2406,-2.8631237,1.2832283,-2.3178668,-0.43305072
454,-197.74911,86.5179,20.76386,36.407112,26.64572,8.810252,6.9774585,2.6454203,2.0595272,-0.06566343,-5.5061874,5.7527866,-4.556618,-1.3278621,3.1598465,-2.5483236,-4.645213,1.7168213,-7.9869947,1.4901996
455,-412.94135,63.92161,-2.343453,2.6850348,-38.377335,-13.024129,-10.463517,-18.405518,-7.155992,-7.916799,-7.1656175,-6.6898837,-8.01707,-4.812544,-7.8269496,-5.9076047,-2.7397718,-6.924905,-3.7429068,-5.1449146
456,-325.1058,71.142265,34.44815,34.385117,0.96004534,-4.3793535,7.6389313,5.7873774,-9.60151,-1.2001808,11.210876,-2.665184,-5.9679413,7.4757624,-5.399203,2.8743887,-4.379633,1.7022982,-2.73592,-2.6310837
457,-335.9305,61.66847,29.194834,28.121809,9.641916,-4.6350203,22.20811,5.1124644,-14.568325,26.33232,-5.815646,-1.3241142,11.23677,-13.192682,8.307354,-6.9879827,5.628319,-5.703882,4.841365,-0.94695795
458,-295.4673,45.102036,33.518,42.89987,-3.9375741,26.284128,2.0066934,14.466113,3.4945843,8.471811,0.01632093,9.410552,1.3218695,12.560031,1.9945705,5.848984,4.0371547,2.1601913,4.9281225,3.0792353
459,-280.36337,95.01719,24.090107,26.631887,20.95781,-6.487224,-11.198581,-2.404413,-4.2614923,5.6639004,4.6926446,1.561898,-8.922542,3.8696277,-11.199016,-4.271596,3.0883105,-3.700255,-1.2577598,2.3357334
460,-243.55045,103.64816,51.397022,28.562214,0.83758277,9.714523,-0.7782224,-6.436076,-4.2257996,-3.7561774,2.1179557,5.3782935,-5.385684,8.138338,-4.305523,7.338967,-5.676516,1.5391113,1.429589,-2.0788627
461,-309.96964,72.245865,2.0562954,16.11104,-5.8699703,5.671278,-9.974988,4.8557,-11.841667,-10.590467,-17.539791,-7.0665903,-18.783691,0.053962283,-11.419777,-10.208447,-13.669602,-3.7867036,-14.988957,-9.1810055
462,-366.3177,114.02777,19.357466,32.25393,19.364227,3.7541409,1.2210387,5.4346747,-8.060065,1.6866636,-3.913471,7.260398,-2.490259,3.7484663,0.6600128,3.1071782,-0.12960976,-2.2897663,-1.3500427,-1.0884525
463,-320.3523,89.19992,-18.472609,52.97861,-6.4415307,0.2534769,-12.162126,-7.4336414,-1.9413446,-14.0219555,-5.026135,-10.021003,-4.1234493,-9.460693,-1.4131935,-3.6253057,-7.414731,1.9379697,-3.586312,-3.7256362
464,-343.1217,74.66654,30.598644,39.71848,-6.42701,21.338806,-15.889623,11.362254,5.993016,-2.9883485,-5.040237,3.1586127,-0.83524936,2.0829196,1.9492602,3.07893,-0.25425208,-0.33479977,7.7997828,3.6106997
465,-253.06732,128.84895,-27.421892,38.6077,-5.4311905,15.57378,-15.663728,0.47290713,-3.7122915,-15.1795,-3.3690293,-4.1085587,0.26131523,-7.2281685,1.0308124,0.29144105,4.661907,-7.3605494,-0.88239914,1.4088209
466,-221.33047,90.94663,24.295391,47.617615,21.427181,11.078634,-17.409536,-6.576366,7.788728,-2.6206017,-1.5760189,8.923364,5.579955,-4.4530277,-2.3090873,4.6166906,-10.8008,4.6602,-2.8150532,0.7306814
467,-249.0843,124.77074,-30.48738,56.145844,-13.839879,17.493727,-13.450475,-3.2264545,-9.062203,-7.7172413,4.7409544,-5.7010055,3.7288375,-10.452457,3.9351437,-3.0958939,-3.293803,1.7114286,-2.4727986,-0.7078303
468,-340.97073,101.32787,33.327316,31.187063,11.802071,-1.4586852,15.842285,10.8851185,-10.724744,8.23103,4.034242,-5.701034,17.376005,-5.6072245,-0.6062435,2.2976959,-0.688416,3.781361,-6.7523212,12.146401
469,-316.2929,135.58455,-23.065807,18.033167,16.977253,-9.644164,-9.710088,3.0160697,-9.118735,-1.4977989,0.7339183,-4.6781197,2.2482204,-2.950241,-6.496415,3.6752636,-3.5843334,-4.07531,-5.689058,1.6568384
470,-344.1235,97.16958,-20.70616,46.09883,-18.21244,-5.1628313,-9.147559,4.0776033,-4.931,-10.657093,0.36257008,-7.5316753,-2.734562,1.3550113,-4.290128,-9.774974,-3.2161913,-4.661075,-2.647904,-9.921546
471,-332.2449,63.169712,-7.474878,6.2330427,6.078613,-4.160729,-23.98556,-19.721872,-19.230173,-12.897662,-19.48773,-13.17195,-6.199788,2.0903862,-21.257383,-5.2901,-7.658367,-10.537128,-12.957279,0.9080137
472,-348.464,105.50314,-29.467684,28.504725,-15.036493,9.344581,-7.0249825,-5.318577,-6.4434648,-7.335004,-2.215712,-4.9112434,-4.896284,1.139975,-0.5285753,-17.834108,-6.842186,-7.516658,-3.7675076,-0.087948546
473,-339.16705,30.925478,2.1597836,8.05714,0.14453322,-16.473186,-17.254087,-12.164861,-15.346888,-8.042119,-8.793377,-3.9408717,-8.403083,-3.1523423,-6.2849107,-6.1977906,-6.2860975,1.9901155,-10.677944,-3.003266
474,-313.20074,141.07675,7.5484886,38.33476,8.2497835,2.2140794,3.713995,-6.2618165,3.5471566,-1.2187831,2.8229003,7.5810747,-12.827978,6.57442,-1.3881798,-2.146461,2.5173914,-0.8961504,5.373652,-0.35941133
475,-228.31041,84.61338,6.625102,17.240067,-0.28393245,-5.9981885,-4.75172,-2.5514941,4.7777834,-6.4835043,1.2313964,2.1288188,-0.70263654,4.2439823,-7.8666105,0.68477416,-5.648851,0.08809093,-7.7406526,-0.5455273
476,-250.97192,94.87933,-21.740816,20.683409,-2.1849482,1.3435569,-0.056831982,-8.370551,0.55184454,-5.913244,-6.5950665,1.850495,3.0752368,-1.9596862,-3.6525724,-1.7310898,-6.4345512,-3.0333796,-3.3601794,-4.079869
477,-329.57083,124.02427,19.867281,24.259005,28.071407,11.904708,-10.531338,1.5242612,-4.103605,-3.3675618,5.3685184,-1.0279735,-0.27636105,6.829829,-1.2547816,3.918959,-1.118998,0.20425697,-1.1913626,0.8605895
478,-357.398,19.49481,-25.10749,38.369118,3.044352,-1.121399,1.0189754,-7.6229687,-0.512616,6.954284,-7.8699713,6.3215876,-1.8975174,6.480823,-0.2621151,3.4268117,3.3367577,8.006552,2.624296,0.7865108
479,-297.99722,97.38929,37.813923,36.17157,6.353271,3.5242727,5.911522,10.808985,-3.4338028,-0.7454681,2.8286164,1.5115805,-0.3755583,5.0400186,-4.2954655,5.2923346,-3.3638444,7.0259995,-8.952419,0.53597176
480,-379.07568,66.26173,20.080206,30.606485,2.7630708,6.156968,3.7754436,5.240715,-1.8308233,4.6701336,13.142923,-6.901324,5.1718407,4.167645,1.1532947,9.351073,-4.3202004,4.378953,-2.5057056,4.823536
481,-390.47034,106.492676,31.2393,40.69626,15.583795,-0.3213473,8.867305,13.85575,2.5210438,0.56015295,7.102044,-1.6724131,-3.3510475,11.696399,-2.3147132,6.0294046,-4.4950705,9.476245,-6.281972,3.6391249
482,-329.96777,100.63369,32.796055,44.790874,18.033566,14.743072,-20.05955,-8.26202,9.734216,-8.565164,-6.514474,4.22466,-5.7309375,-8.997157,3.1889133,-0.4079297,-7.0821705,3.285031,-0.8033821,-0.37222138
483,-205.14693,87.35508,1.9916704,21.392912,-3.0679147,1.020611,-8.749332,-11.253424,-7.953062,-17.167187,-6.748196,1.4974213,-9.157469,1.515243,-2.6860025,-0.4738671,-9.103604,0.60850406,-7.8838673,-2.306186
484,-306.37317,80.14571,-5.29056,46.21089,11.643354,-1.4925925,-11.800891,-18.920229,-20.421532,3.9747016,2.7450757,-7.9374957,-13.179128,-7.6727767,-8.683881,-15.716174,-8.716305,-2.501246,-12.650957,-7.061165
485,-358.0094,59.09877,54.083965,40.740326,10.596253,-6.7438755,1.5372516,-1.7732371,0.92908204,-11.749883,-0.21226446,6.755674,-5.8837233,1.488089,-5.423209,0.13496497,0.044451214,-3.9599693,-4.6469626,5.31979
486,-251.37,120.747444,11.636704,27.709066,11.506006,0.78489935,2.585162,-2.7382982,-0.98477376,-9.153052,1.561534,6.1083436,-2.2102003,6.6783614,0.62439114,-7.5965333,-3.0125458,-4.12941,-6.600699,1.6077603
487,-281.04114,99.17961,35.331894,27.406122,8.0649185,-1.9869186,6.0457454,8.1561775,-10.942653,-0.2577183,9.962528,-8.002613,-4.654592,8.7880125,-5.3786573,0.33953482,-7.7062345,2.942748,-6.831447,-0.3231272
488,-331.8505,119.83423,-27.341146,27.756,-3.2086408,-1.852842,-8.61678,10.302873,-20.208158,-6.8967075,-5.1917095,-14.433056,5.6765857,-8.53535,-3.0714774,0.8626363,0.47010732,-6.033111,1.2792029,0.0029066396
489,-359.37238,120.228745,-14.870898,30.668945,8.459944,-10.784117,17.096146,-15.8661375,6.35924,-5.9419746,-2.38605,2.3353224,-12.49503,2.626411,-4.671903,-1.1019834,-7.350555,-1.6445287,3.6759953,-4.5447564
490,-321.30954,63.209034,-12.911987,18.458479,-6.676823,-21.526081,1.3256493,-13.848426,-14.814719,-0.59238476,-12.108479,-1.3063931,-10.646286,-2.886537,-0.9988856,-5.105584,-11.151512,1.184837,-21.590376,1.7607646
491,-396.42545,64.43041,33.188557,43.514114,23.816921,4.5370545,16.509117,10.434665,-4.958629,14.9175205,-0.6068136,-0.5778562,10.558127,-1.7231715,-0.9651702,7.773225,-0.6742552,6.068544,-5.5086703,11.010852
492,-232.66171,104.94251,5.7904234,52.960598,-6.6766996,25.23023,-7.403614,8.023771,6.027353,-1.6953851,5.694238,-7.6704545,4.026695,0.32686305,3.0963774,-0.9327426,-2.0771089,2.7148845,-0.19204684,-2.4508476
493,-370.24683,74.90031,21.537243,29.401033,9.448101,-3.88688,-16.326145,12.304168,-20.28894,-4.593319,-0.42460734,-3.5272894,-3.132468,1.8473656,2.3868852,-2.0833986,-0.33161578,4.5413437,-1.9631466,-2.3012273
494,-302.68658,146.1463,-44.612846,37.92313,-5.417532,0.73381305,-1.3773953,-6.8131547,-11.250608,-0.118358225,2.676704,-1.0021228,-0.628142,-3.091832,4.521971,-12.150106,-0.2909259,0.8351229,-5.857655,1.9626143
495,-359.16754,115.48663,13.690689,29.422487,4.0952325,-20.076725,6.0981627,-15.2650175,1.2403467,-8.114269,-11.577672,6.763853,-10.607247,-1.9553648,-4.434887,-0.45274636,1.1981553,-3.5106876,-7.955634,3.3240476
496,-263.5533,134.68248,20.442518,44.590843,5.9097447,1.983963,7.9821277,-16.68952,10.562891,-8.810614,-3.9596255,0.23882443,3.9521713,1.8052925,-6.8521404,6.57965,-5.0647435,0.039757967,0.07005882,1.4600086
497,-265.9539,122.33753,-26.812939,29.291414,-8.773373,3.3408337,-9.334609,7.0234947,-2.8628883,9.797285,-7.8380747,-0.21799171,7.450478,-3.1824644,4.215936,-0.4020924,3.733863,-3.7197845,-1.9341315,1.0712957
498,-245.49681,107.72155,21.23289,24.581905,8.057368,-7.5630164,-2.1571934,1.2445645,-4.7746882,0.5129629,-2.6534243,-0.8384252,-4.3683314,5.6595216,-2.3883266,1.2583451,1.0768253,3.2739537,-2.0175347,0.079841
499,-290.86987,77.35263,9.508757,15.507393,2.3268468,-1.5741572,-12.350332,1.7173184,-13.669042,-2.644085,-1.7799606,-11.502749,0.4453397,6.972087,-2.2675958,-6.5906,-2.141823,0.66091675,-9.462224,0.8257739
500,-338.16437,126.08753,30.03544,19.361063,-6.328211,1.7787378,2.2783875,12.936489,6.630794,-1.3247908,11.186097,5.8516426,0.58304846,7.6602783,-6.497072,8.987593,-6.6031637,-1.5248926,0.3485659,-0.12949628
501,-382.17667,111.535934,21.237913,17.541763,7.0570555,11.03571,-4.046777,-4.5489345,0.6089703,5.3635726,-4.377928,5.4151115,0.169568,0.9346722,-5.6163964,14.354793,-1.2124542,-0.34094694,0.80485743,2.1343837
502,-394.3684,73.88645,23.87625,27.732038,-2.2483327,1.9568644,10.973319,7.721902,-3.7116444,4.261141,13.865865,-4.637189,3.3573537,0.525476,-0.22152913,9.061895,-9.647965,5.09655,-6.542161,4.508137
503,-329.6501,44.20406,21.939535,43.47173,6.610561,-2.0341885,-4.005634,8.731448,4.3666525,-4.512579,5.166681,3.3895178,1.6955806,12.209381,-4.6681113,7.6766677,-1.1976156,6.7788844,-3.845812,-0.73964053
504,-440.30792,136.08495,7.077649,23.464376,-2.3269925,0.67906314,8.034665,3.515275,0.25802454,-0.39167118,1.1445222,-0.8535697,4.0038033,-3.5666904,-4.443888,5.0286884,-4.4176784,-3.2783148,4.4559174,-0.72363806
505,-307.71732,105.755844,19.664806,30.138556,19.418535,7.163105,-6.0058146,0.7672958,-1.741669,-10.114247,-6.4483805,-2.1806667,-8.456597,-4.141249,-5.3018813,-5.2861238,-5.6691985,-4.148131,-3.2736115,-2.312796
506,-326.0569,78.36123,30.644464,25.139555,-29.302715,-31.500532,-28.536741,4.88301,-25.224348,-13.721009,0.2546686,-28.225372,-8.114925,-4.5367513,-19.658318,1.8704395,-9.521838,-10.665508,-11.798501,-10.379181
507,-313.7578,80.021965,6.8194513,38.82397,3.7494135,-10.824846,-13.386987,-12.857484,-12.696061,-14.674288,-19.631641,-5.619431,-13.57502,-8.491599,-8.349035,-11.184386,-9.641113,-6.066751,-10.590877,-3.184718
508,-374.39886,123.03499,21.750221,18.232763,8.790962,7.9354873,1.5747637,0.86347896,7.459309,-2.500628,5.6374035,2.4049659,-1.5886921,2.3520956,-3.4199853,9.101363,-7.71977,3.1319182,2.707121,-3.3814342
509,-310.31604,93.97001,14.678725,22.873781,12.119679,3.8160102,-6.5855007,-0.84731346,-9.559682,2.4330144,-0.68768585,4.213948,-2.3908477,2.2003,-4.0100083,-6.765397,-1.2895721,-3.542392,-0.8326229,1.430609
510,-380.4224,83.24944,27.02584,29.052267,16.410835,5.322312,3.4143562,9.226579,-13.25253,-2.0476437,6.700693,-6.011343,0.8276885,1.5679728,-8.06665,9.141574,-1.200175,-0.8520842,-1.462685,9.04017
511,-396.76465,145.60185,19.043596,24.759573,-5.298845,2.8811069,11.17506,-9.534318,8.370927,3.459781,-0.27102607,8.597449,-3.1024063,-1.9161497,0.6736677,2.4213533,-5.528223,-0.26012892,-2.8434284,-1.0019212
512,-366.4735,79.71283,20.62126,42.170425,14.738637,10.952658,-1.390473,8.483312,0.6276171,3.2162395,9.659847,6.2998776,-5.5540156,14.441698,-6.097551,4.6555357,-1.5307226,4.91813,-7.4166594,5.606759
513,-282.22382,101.66654,7.4356365,10.340664,5.2288303,-3.5039015,-2.578627,7.386143,0.6643265,-2.3205466,-1.6932228,-4.1097775,-2.2733452,-1.5870227,-5.0050983,-2.8491418,-1.4398102,-0.82871234,-2.7269847,-2.4360623
514,-266.93304,119.271385,30.169048,35.723892,6.3783836,-0.8843697,6.7145348,11.515534,-7.0461874,13.924069,-0.33816075,-1.4693482,5.530844,-2.9534779,-1.0710729,9.630275,-9.28356,4.3404946,0.36797258,1.7334702
515,-337.57535,84.82595,11.417482,32.387928,-13.921226,-6.6683517,2.4622998,-4.0646405,14.529385,-5.374548,4.980448,3.4217186,-6.6828074,7.628571,-4.462046,5.2698126,-3.4293466,6.718416,-5.5919714,5.3976383
516,-372.36246,71.69342,41.60304,29.354944,10.556886,-3.1488466,18.60989,20.664606,-16.053427,15.39542,14.570038,-14.399356,7.7450256,1.1500839,-2.950943,2.7715209,-6.1047897,6.3754725,-9.698609,5.9355597
517,-286.08423,126.374344,-30.300909,37.707108,15.450076,-19.140291,7.4204826,-14.743567,0.85085297,8.169791,-11.403786,13.257883,-13.61107,8.116341,2.2131436,-2.0818589,5.7418404,-1.7671736,6.271596,-2.2897828
518,-368.6127,58.71234,27.68784,47.79296,-2.6305025,-10.616849,-21.524824,-13.450914,-14.022371,-19.941418,-8.860677,-14.808309,-12.542027,-4.1460032,-9.02799,-9.521065,-12.203788,-0.30251828,-11.640692,-7.4577823
519,-288.10828,118.54562,30.345354,34.487732,18.808573,17.542416,1.0243709,6.589537,5.5879607,7.091883,4.5421777,8.188019,5.480427,7.358585,6.1171618,13.251518,-2.304728,7.4107256,5.4654713,1.087238
520,-289.09814,60.92446,2.9075391,36.53733,8.390098,-7.492799,-2.865577,7.1353855,2.1975374,-8.509181,5.573342,1.5770742,-5.7129316,14.139588,-9.658095,5.366992,-1.9654319,1.2915695,-0.7946126,-8.188142
521,-270.0076,106.44896,-25.502201,36.0763,-8.6436,14.270818,-24.54462,-7.7539344,-21.169388,-6.1067038,-3.6991262,-14.508718,0.12176006,-13.702495,0.5526866,-9.142664,-8.106583,-2.7616823,-5.0463076,-7.663737
522,-216.39412,77.16335,32.19206,33.949135,2.8032448,23.526285,-12.310061,18.599943,-1.3195167,7.961785,-5.9304137,-1.5691668,-6.5687423,1.3041248,4.859777,8.349453,-7.595812,6.992248,2.425287,2.7582831
523,-269.62424,105.73722,17.255245,1.4934126,-14.200104,4.7678556,-26.87469,-17.708952,-14.173139,-22.37614,-14.313353,-12.060199,-21.108446,-5.427226,-12.02085,-17.828783,-1.8918339,-10.156356,-6.6763926,-2.0245473
524,-262.94086,50.23517,10.969108,7.563214,9.7299185,-15.0669155,-18.063988,-20.22933,-12.574988,-3.9053445,-19.9803,-12.132277,-15.647832,-13.384359,-12.437893,-3.8744857,-11.718152,-11.096911,-5.7093134,-9.148388
525,-372.23038,87.24435,11.679738,25.169157,1.1743641,-1.3020864,-21.015148,-7.531609,-9.08411,-13.7514105,-12.153038,-5.5914297,-6.0901217,-9.715057,-1.3758544,-9.564885,-6.2053766,-5.127759,-1.2905544,0.21227129
526,-319.59613,93.29062,38.818253,21.796309,-3.483945,-3.7385123,20.936647,4.471487,-12.718318,21.674364,-8.531053,4.5876346,10.437963,-12.940325,8.892146,-0.24865586,2.8322957,-6.0549784,7.5948358,-3.6146765
527,-386.04477,152.991,21.74302,36.930645,-8.756761,4.7428536,6.9080224,-5.4772635,11.067393,-1.6716523,-10.849844,0.46944174,4.3966208,-14.927323,-2.3142374,1.5069302,-7.083123,3.114349,-7.7430696,6.69825
528,-312.3908,82.2746,21.931938,26.391676,1.2464855,10.822753,-10.4138565,-3.0244884,-2.4242837,-2.766445,-1.9668624,1.8004929,-8.722171,1.484904,-1.8046447,-7.564738,-4.5947566,-1.4362509,-4.174022,-5.2049003
529,-214.4808,75.97206,5.221314,17.939419,-0.83938617,-4.2072845,-11.948421,-4.090906,-9.424991,-7.299315,-7.8288345,0.16502815,-9.511533,0.35717452,-1.8549995,-6.581847,0.12571752,-1.953623,-10.992148,-0.13399033
530,-340.4728,71.91407,36.460934,35.95206,3.6550376,-6.0049577,5.6151147,13.922946,-3.622533,3.2595515,8.994041,-8.113523,-5.654977,7.8382177,-6.537867,1.0891435,-8.282305,7.354198,-7.718761,1.0769593
531,-237.16913,138.59956,31.523987,21.625587,1.5107028,2.095026,-3.3602972,2.7752483,-7.2790375,-9.590818,3.0228207,-1.202041,-9.627568,4.6658955,-12.313228,0.85989094,-6.1104183,1.355004,-4.9325433,-6.554872
532,-422.0442,75.038704,23.265333,47.341476,7.7175484,0.007063444,-8.279621,-4.7724495,14.973007,-1.8455836,-3.1579795,5.167603,-3.2750163,11.360988,-7.0030932,3.980457,1.2012919,2.391103,-1.7890694,-4.4509764
533,-328.22354,149.70415,29.577612,24.619122,7.3217363,8.136536,4.2619348,-5.96277,16.527761,-16.026386,0.6952942,7.0727596,-16.169388,1.4527905,-8.336058,0.74494654,-12.031735,0.84328866,-7.1999483,5.2394743
534,-290.73123,72.43269,19.53833,33.989815,-4.631731,-7.236071,9.918383,-7.48464,1.4935273,14.147833,-8.722235,10.139513,-1.639858,2.9520955,1.4102025,-0.5972152,7.953448,-7.892519,6.031037,-7.773784
535,-291.3007,69.63197,-8.637154,13.047452,-1.87327,-10.473349,-10.232207,-19.664114,-18.705595,-8.1788225,-9.914881,-7.4912186,-6.8780603,1.5452554,-12.693975,-13.492415,-5.2707605,-5.900423,-10.295206,-2.9276903
